CODMUNRES_str,TOTAL_REGISTROS,STATUS_VALIDACAO,NOME_MUNICIPIO_IBGE
330412,1,Correspondência Exata,Quatis
230940,1,Correspondência Exata,Novo Oriente
211290,1,Correspondência Exata,Vitória Do Mearim
411845,1,Correspondência Exata,Pato Bragado
314620,1,Correspondência Exata,Ouro Verde De Minas
330620,1,Correspondência Exata,Vassouras
432067,1,Correspondência Exata,Sinimbu
315130,1,Correspondência Exata,Piraúba
221062,1,Correspondência Exata,Sebastião Barros
250020,1,Correspondência Exata,Aguiar
410645,1,Correspondência Exata,Coronel Domingos Soares
432070,1,Correspondência Exata,Sobradinho
314870,1,Correspondência Exata,Pedra Azul
150840,1,Correspondência Exata,Xinguara
315090,1,Correspondência Exata,Piranguçu
412090,1,Correspondência Exata,Quedas Do Iguaçu
412570,1,Correspondência Exata,São Miguel Do Iguaçu
432185,1,Correspondência Exata,Três Palmeiras
320425,1,Correspondência Exata,Ponto Belo
510710,1,Correspondência Exata,São José Dos Quatro Marcos
313170,1,Correspondência Exata,Itabira
240830,1,Correspondência Exata,Nova Cruz
311180,1,Correspondência Exata,Canápolis
320455,1,Correspondência Exata,Santa Maria De Jetibá
500450,1,Correspondência Exata,Itaporã
320400,1,Correspondência Exata,Pancas
317030,1,Correspondência Exata,Umburatiba
310660,1,Correspondência Exata,Bertópolis
330575,1,Correspondência Exata,Tanguá
510775,1,Correspondência Exata,Salto Do Céu
260915,1,Correspondência Exata,Manari
270150,1,Correspondência Exata,Campo Grande
412780,1,Correspondência Exata,Tomazina
510100,1,Correspondência Exata,Araguaiana
171610,1,Correspondência Exata,Paraíso Do Tocantins
411260,1,Correspondência Exata,Jardim Olinda
310840,1,Correspondência Exata,Botelhos
317210,1,Correspondência Exata,Volta Grande
510715,1,Correspondência Exata,Reserva Do Cabaçal
432310,1,Correspondência Exata,Vicente Dutra
317090,1,Correspondência Exata,Varzelândia
250180,1,Correspondência Exata,Bayeux
311250,1,Correspondência Exata,Capim Branco
315840,1,Correspondência Exata,Santana De Cataguases
412640,1,Correspondência Exata,Sertaneja
412260,1,Correspondência Exata,Rondon
110018,1,Correspondência Exata,Pimenta Bueno
412175,1,Correspondência Exata,Reserva Do Iguaçu
312080,1,Correspondência Exata,Cruzília
431861,1,Correspondência Exata,São José Do Sul
231210,1,Correspondência Exata,Santana Do Cariri
250590,1,Correspondência Exata,Emas
220640,1,Correspondência Exata,Monsenhor Gil
411450,1,Correspondência Exata,Manoel Ribas
251370,1,Correspondência Exata,Santa Rita
311770,1,Correspondência Exata,Conceição Do Rio Verde
160053,1,Correspondência Exata,Porto Grande
170305,1,Correspondência Exata,Bandeirantes Do Tocantins
411140,1,Correspondência Exata,Ivaí
520150,1,Correspondência Exata,Aporé
317160,1,Correspondência Exata,Virgem Da Lapa
316900,1,Correspondência Exata,Tocantins
330240,1,Correspondência Exata,Macaé
431010,1,Correspondência Exata,Igrejinha
210540,1,Correspondência Exata,Itapecuru Mirim
500500,1,Correspondência Exata,Jardim
110010,1,Correspondência Exata,Guajará-Mirim
230660,1,Correspondência Exata,Itatira
313580,1,Correspondência Exata,Jequitinhonha
241350,1,Correspondência Exata,Serrinha
411020,1,Correspondência Exata,Inácio Martins
314130,1,Correspondência Exata,Medeiros
230185,1,Correspondência Exata,Banabuiú
260190,1,Correspondência Exata,Bezerros
320334,1,Correspondência Exata,Marechal Floriano
500710,1,Correspondência Exata,Ribas Do Rio Pardo
150810,1,Correspondência Exata,Tucuruí
410380,1,Correspondência Exata,Cambira
521300,1,Correspondência Exata,Maurilândia
220440,1,Correspondência Exata,Gilbués
270100,1,Correspondência Exata,Boca Da Mata
260370,1,Correspondência Exata,Canhotinho
251500,1,Correspondência Exata,São Miguel De Taipu
431850,1,Correspondência Exata,São José Do Norte
211400,1,Correspondência Exata,Zé Doca
261420,1,Correspondência Exata,Sirinhaém
130010,1,Correspondência Exata,Anori
210542,1,Correspondência Exata,Itinga Do Maranhão
315560,1,Correspondência Exata,Rio Pardo De Minas
310470,1,Correspondência Exata,Ataléia
314630,1,Correspondência Exata,Padre Paraíso
500320,1,Correspondência Exata,Corumbá
313300,1,Correspondência Exata,Itamonte
172208,1,Correspondência Exata,Wanderlândia
521890,1,Correspondência Exata,Rubiataba
520995,1,Correspondência Exata,Indiara
210550,1,Correspondência Exata,João Lisboa
251080,1,Correspondência Exata,Patos
310030,1,Correspondência Exata,Abre Campo
270670,1,Correspondência Exata,Penedo
412660,1,Correspondência Exata,Siqueira Campos
431915,1,Correspondência Exata,São Miguel Das Missões
521460,1,Correspondência Exata,Niquelândia
310720,1,Correspondência Exata,Bocaina De Minas
312360,1,Correspondência Exata,Elói Mendes
260345,1,Correspondência Exata,Camaragibe
412290,1,Correspondência Exata,Salto Do Itararé
410650,1,Correspondência Exata,Coronel Vivida
317120,1,Correspondência Exata,Vespasiano
330020,1,Correspondência Exata,Araruama
110013,1,Correspondência Exata,Machadinho D'oeste
431220,1,Correspondência Exata,Maximiliano De Almeida
220030,1,Correspondência Exata,Alto Longá
410720,1,Correspondência Exata,Dois Vizinhos
412590,1,Correspondência Exata,São Pedro Do Paraná
250350,1,Correspondência Exata,Cacimba De Dentro
430500,1,Correspondência Exata,Catuípe
410445,1,Correspondência Exata,Cantagalo
316030,1,Correspondência Exata,Santo Antônio Do Jacinto
510777,1,Correspondência Exata,Santa Terezinha
412120,1,Correspondência Exata,Quitandinha
270930,1,Correspondência Exata,União Dos Palmares
510794,1,Correspondência Exata,Tabaporã
431400,1,Correspondência Exata,Paraí
410890,1,Correspondência Exata,Guairaçá
316810,1,Correspondência Exata,Tapira
521550,1,Correspondência Exata,Ouvidor
172015,1,Correspondência Exata,São Félix Do Tocantins
522170,1,Correspondência Exata,Uruana
320100,1,Correspondência Exata,Boa Esperança
310630,1,Correspondência Exata,Belo Oriente
315120,1,Correspondência Exata,Pirapora
150034,1,Correspondência Exata,Água Azul Do Norte
314040,1,Correspondência Exata,Marmelópolis
510621,1,Correspondência Exata,Nova Canaã Do Norte
411120,1,Correspondência Exata,Itapejara D'oeste
412060,1,Correspondência Exata,Prudentópolis
220760,1,Correspondência Exata,Parnaguá
311100,1,Correspondência Exata,Campestre
311550,1,Correspondência Exata,Caxambu
510517,1,Correspondência Exata,Juruena
522050,1,Correspondência Exata,Serranópolis
430310,1,Correspondência Exata,Cachoeirinha
230205,1,Correspondência Exata,Barroquinha
510325,1,Correspondência Exata,Colniza
313940,1,Correspondência Exata,Manhuaçu
313750,1,Correspondência Exata,Lagoa Formosa
410320,1,Correspondência Exata,Bom Sucesso
330550,1,Correspondência Exata,Saquarema
211120,1,Correspondência Exata,São José De Ribamar
431760,1,Correspondência Exata,Santo Antônio Da Patrulha
250937,1,Correspondência Exata,Mato Grosso
311830,1,Correspondência Exata,Conselheiro Lafaiete
410290,1,Correspondência Exata,Bituruna
412170,1,Correspondência Exata,Reserva
150270,1,Correspondência Exata,Conceição Do Araguaia
316292,1,Correspondência Exata,São Joaquim De Bicas
411810,1,Correspondência Exata,Paranacity
170200,1,Correspondência Exata,Araguaçu
521560,1,Correspondência Exata,Padre Bernardo
150618,1,Correspondência Exata,Rondon Do Pará
311490,1,Correspondência Exata,Casa Grande
412020,1,Correspondência Exata,Porto Rico
210350,1,Correspondência Exata,Colinas
260580,1,Correspondência Exata,Frei Miguelinho
310900,1,Correspondência Exata,Brumadinho
410050,1,Correspondência Exata,Altônia
410030,1,Correspondência Exata,Agudos Do Sul
430560,1,Correspondência Exata,Colorado
230530,1,Correspondência Exata,Ibiapina
316510,1,Correspondência Exata,São Tomás De Aquino
260392,1,Correspondência Exata,Carnaubeira Da Penha
311440,1,Correspondência Exata,Carmo Do Rio Claro
431330,1,Correspondência Exata,Nova Prata
330270,1,Correspondência Exata,Maricá
432055,1,Correspondência Exata,Sertão Santana
410400,1,Correspondência Exata,Campina Grande Do Sul
330452,1,Correspondência Exata,Rio Das Ostras
311000,1,Correspondência Exata,Caeté
412190,1,Correspondência Exata,Ribeirão Do Pinhal
211153,1,Correspondência Exata,São Pedro Da Água Branca
210330,1,Correspondência Exata,Codó
430620,1,Correspondência Exata,Cruzeiro Do Sul
430420,1,Correspondência Exata,Candelária
522190,1,Correspondência Exata,Varjão
280480,1,Correspondência Exata,Nossa Senhora Do Socorro
330600,1,Correspondência Exata,Três Rios
330460,1,Correspondência Exata,Santa Maria Madalena
250600,1,Correspondência Exata,Esperança
250160,1,Correspondência Exata,Barra De Santa Rosa
250210,1,Correspondência Exata,Boa Ventura
311230,1,Correspondência Exata,Capelinha
210232,1,Correspondência Exata,Buriticupu
315217,1,Correspondência Exata,Ponto Dos Volantes
411930,1,Correspondência Exata,Pinhão
171660,1,Correspondência Exata,Peixe
280170,1,Correspondência Exata,Cristinápolis
330080,1,Correspondência Exata,Cachoeiras De Macacu
430185,1,Correspondência Exata,Barra Do Guarita
510343,1,Correspondência Exata,Curvelândia
230650,1,Correspondência Exata,Itapiúna
430470,1,Correspondência Exata,Carazinho
500348,1,Correspondência Exata,Dois Irmãos Do Buriti
313640,1,Correspondência Exata,Joaquim Felício
510719,1,Correspondência Exata,Ribeirãozinho
280100,1,Correspondência Exata,Campo Do Brito
500220,1,Correspondência Exata,Bonito
316500,1,Correspondência Exata,São Tiago
230830,1,Correspondência Exata,Milagres
412580,1,Correspondência Exata,São Pedro Do Ivaí
432160,1,Correspondência Exata,Tramandaí
260530,1,Correspondência Exata,Exu
260570,1,Correspondência Exata,Floresta
311840,1,Correspondência Exata,Conselheiro Pena
170100,1,Correspondência Exata,Ananás
270255,1,Correspondência Exata,Estrela De Alagoas
412380,1,Correspondência Exata,Santa Izabel Do Oeste
316070,1,Correspondência Exata,Santos Dumont
220555,1,Correspondência Exata,Lagoa Alegre
280160,1,Correspondência Exata,Cedro De São João
521375,1,Correspondência Exata,Montividiu
270020,1,Correspondência Exata,Anadia
312920,1,Correspondência Exata,Heliodora
521250,1,Correspondência Exata,Luziânia
500110,1,Correspondência Exata,Aquidauana
310650,1,Correspondência Exata,Berilo
130353,1,Correspondência Exata,Presidente Figueiredo
314610,1,Correspondência Exata,Ouro Preto
510500,1,Correspondência Exata,Jauru
430280,1,Correspondência Exata,Caçapava Do Sul
221060,1,Correspondência Exata,São Raimundo Nonato
251570,1,Correspondência Exata,Serra Grande
410610,1,Correspondência Exata,Conselheiro Mairinck
280470,1,Correspondência Exata,Nossa Senhora De Lourdes
120035,1,Correspondência Exata,Marechal Thaumaturgo
240325,1,Correspondência Exata,Parnamirim
320040,1,Correspondência Exata,Anchieta
520680,1,Correspondência Exata,Damolândia
432240,1,Correspondência Exata,Uruguaiana
230190,1,Correspondência Exata,Barbalha
316890,1,Correspondência Exata,Tiros
230710,1,Correspondência Exata,Jardim
410190,1,Correspondência Exata,Assaí
220470,1,Correspondência Exata,Inhuma
330060,1,Correspondência Exata,Bom Jesus Do Itabapoana
314300,1,Correspondência Exata,Monte Belo
150506,1,Correspondência Exata,Novo Repartimento
521730,1,Correspondência Exata,Pirenópolis
411800,1,Correspondência Exata,Paraíso Do Norte
314820,1,Correspondência Exata,Patrocínio Do Muriaé
330385,1,Correspondência Exata,Paty Do Alferes
220190,1,Correspondência Exata,Bom Jesus
270850,1,Correspondência Exata,São Luís Do Quitunde
510850,1,Correspondência Exata,Vera
221035,1,Correspondência Exata,São Lourenço Do Piauí
411885,1,Correspondência Exata,Perobal
230050,1,Correspondência Exata,Alcântaras
411410,1,Correspondência Exata,Mandaguaçu
521100,1,Correspondência Exata,Itapirapuã
210237,1,Correspondência Exata,Cachoeira Grande
230540,1,Correspondência Exata,Icó
150510,1,Correspondência Exata,Óbidos
431320,1,Correspondência Exata,Nova Petrópolis
521710,1,Correspondência Exata,Piracanjuba
312610,1,Correspondência Exata,Formiga
431540,1,Correspondência Exata,Redentora
150440,1,Correspondência Exata,Marapanim
431740,1,Correspondência Exata,Santiago
251630,1,Correspondência Exata,Sumé
120000,1,Não Encontrado / Inconsistente,Não Encontrado
412650,1,Correspondência Exata,Sertanópolis
313375,1,Correspondência Exata,Itaú De Minas
432190,1,Correspondência Exata,Três Passos
510510,1,Correspondência Exata,Juara
430290,1,Correspondência Exata,Cacequi
310980,1,Correspondência Exata,Cachoeira Dourada
412788,1,Correspondência Exata,Tunas Do Paraná
315850,1,Correspondência Exata,Santana De Pirapama
317180,1,Correspondência Exata,Virginópolis
316440,1,Correspondência Exata,São Sebastião Da Bela Vista
432080,1,Correspondência Exata,Soledade
260080,1,Correspondência Exata,Altinho
110034,1,Correspondência Exata,Alvorada D'oeste
270310,1,Correspondência Exata,Igaci
313470,1,Correspondência Exata,Jacinto
315440,1,Correspondência Exata,Ressaquinha
310540,1,Correspondência Exata,Barão De Cocais
314465,1,Correspondência Exata,Ninheira
410060,1,Correspondência Exata,Alto Paraná
250070,1,Correspondência Exata,São João Do Rio Do Peixe
313550,1,Correspondência Exata,Jequeri
411190,1,Correspondência Exata,Jaguapitã
314980,1,Correspondência Exata,Perdizes
220005,1,Correspondência Exata,Acauã
312780,1,Correspondência Exata,Grão Mogol
130300,1,Correspondência Exata,Nhamundá
500490,1,Correspondência Exata,Jaraguari
410070,1,Correspondência Exata,Alto Piquiri
412740,1,Correspondência Exata,Terra Roxa
171330,1,Correspondência Exata,Miranorte
410350,1,Correspondência Exata,Califórnia
410045,1,Correspondência Exata,Altamira Do Paraná
210630,1,Correspondência Exata,Magalhães De Almeida
260430,1,Correspondência Exata,Cedro
250190,1,Correspondência Exata,Belém
315390,1,Correspondência Exata,Raposos
410790,1,Correspondência Exata,Floresta
314270,1,Correspondência Exata,Montalvânia
314350,1,Correspondência Exata,Morada Nova De Minas
250900,1,Correspondência Exata,Manaíra
521530,1,Correspondência Exata,Orizona
430260,1,Correspondência Exata,Braga
412450,1,Correspondência Exata,Santo Inácio
150130,1,Correspondência Exata,Barcarena
500740,1,Correspondência Exata,Rio Verde De Mato Grosso
170240,1,Correspondência Exata,Arraias
317170,1,Correspondência Exata,Virgínia
230570,1,Correspondência Exata,Ipaumirim
410870,1,Correspondência Exata,Grandes Rios
410410,1,Correspondência Exata,Campo Do Tenente
500800,1,Correspondência Exata,Terenos
210090,1,Correspondência Exata,Araioses
270520,1,Correspondência Exata,Messias
432020,1,Correspondência Exata,Seberi
250830,1,Correspondência Exata,Lagoa Seca
260750,1,Correspondência Exata,Itaíba
500210,1,Correspondência Exata,Bela Vista
431265,1,Correspondência Exata,Não-Me-Toque
220935,1,Correspondência Exata,Santana Do Piauí
314480,1,Correspondência Exata,Nova Lima
314675,1,Correspondência Exata,Palmópolis
110147,1,Correspondência Exata,Primavera De Rondônia
520660,1,Correspondência Exata,Cumari
230250,1,Correspondência Exata,Brejo Santo
150700,1,Correspondência Exata,Santo Antônio Do Tauá
317047,1,Correspondência Exata,Uruana De Minas
150570,1,Correspondência Exata,Ponta De Pedras
230010,1,Correspondência Exata,Abaiara
150548,1,Correspondência Exata,Pacajá
330400,1,Correspondência Exata,Piraí
314140,1,Correspondência Exata,Medina
510624,1,Correspondência Exata,Nova Ubiratã
411100,1,Correspondência Exata,Itambaracá
261350,1,Correspondência Exata,São José Do Belmonte
231330,1,Correspondência Exata,Tauá
412065,1,Correspondência Exata,Quarto Centenário
313080,1,Correspondência Exata,Ingaí
130420,1,Correspondência Exata,Tefé
320510,1,Correspondência Exata,Viana
221038,1,Correspondência Exata,São Miguel Da Baixa Grande
510600,1,Correspondência Exata,Nortelândia
520990,1,Correspondência Exata,Iaciara
270710,1,Correspondência Exata,Piranhas
270730,1,Correspondência Exata,Porto Calvo
412540,1,Correspondência Exata,São José Da Boa Vista
280600,1,Correspondência Exata,Ribeirópolis
150775,1,Correspondência Exata,Sapucaia
316240,1,Correspondência Exata,São João Da Ponte
316990,1,Correspondência Exata,Ubá
130170,1,Correspondência Exata,Humaitá
150800,1,Correspondência Exata,Tomé-Açu
310140,1,Correspondência Exata,Albertina
170384,1,Correspondência Exata,Campos Lindos
150616,1,Correspondência Exata,Rio Maria
522045,1,Correspondência Exata,Senador Canedo
412215,1,Correspondência Exata,Rio Bonito Do Iguaçu
314000,1,Correspondência Exata,Mariana
210810,1,Correspondência Exata,Paulo Ramos
314085,1,Correspondência Exata,Matias Cardoso
150820,1,Correspondência Exata,Vigia
241450,1,Correspondência Exata,Umarizal
313780,1,Correspondência Exata,Lambari
521523,1,Correspondência Exata,Novo Gama
313630,1,Correspondência Exata,João Pinheiro
260520,1,Correspondência Exata,Escada
330580,1,Correspondência Exata,Teresópolis
310200,1,Correspondência Exata,Alterosa
510410,1,Correspondência Exata,Guarantã Do Norte
311150,1,Correspondência Exata,Campos Altos
240610,1,Correspondência Exata,Jucurutu
510310,1,Correspondência Exata,Cocalinho
160040,1,Correspondência Exata,Mazagão
313920,1,Correspondência Exata,Malacacheta
316450,1,Correspondência Exata,São Sebastião Do Maranhão
280540,1,Correspondência Exata,Poço Redondo
230810,1,Correspondência Exata,Mauriti
230030,1,Correspondência Exata,Acopiara
320503,1,Correspondência Exata,Vargem Alta
431130,1,Correspondência Exata,Lagoa Vermelha
241040,1,Correspondência Exata,Pureza
520055,1,Correspondência Exata,Alto Horizonte
313050,1,Correspondência Exata,Ilicínea
221135,1,Correspondência Exata,Várzea Branca
280000,1,Não Encontrado / Inconsistente,Não Encontrado
316295,1,Correspondência Exata,São José Da Lapa
432110,1,Correspondência Exata,Tapes
314345,1,Correspondência Exata,Montezuma
313710,1,Correspondência Exata,Lagamar
430920,1,Correspondência Exata,Gravataí
316870,1,Correspondência Exata,Timóteo
230850,1,Correspondência Exata,Mombaça
171820,1,Correspondência Exata,Porto Nacional
431100,1,Correspondência Exata,Jaguarão
230075,1,Correspondência Exata,Amontada
270010,1,Correspondência Exata,Água Branca
313960,1,Correspondência Exata,Mantena
280330,1,Correspondência Exata,Japaratuba
270915,1,Correspondência Exata,Teotônio Vilela
261247,1,Correspondência Exata,Santa Cruz Da Baixa Verde
150590,1,Correspondência Exata,Porto De Moz
221020,1,Correspondência Exata,São José Do Piauí
150745,1,Correspondência Exata,São Geraldo Do Araguaia
311200,1,Correspondência Exata,Candeias
500769,1,Correspondência Exata,São Gabriel Do Oeste
150360,1,Correspondência Exata,Itaituba
110040,1,Correspondência Exata,Alto Paraíso
431673,1,Correspondência Exata,Santa Cecília Do Sul
320420,1,Correspondência Exata,Piúma
320480,1,Correspondência Exata,São José Do Calçado
411730,1,Correspondência Exata,Ortigueira
221040,1,Correspondência Exata,São Miguel Do Tapuio
310950,1,Correspondência Exata,Cabo Verde
220900,1,Correspondência Exata,Rio Grande Do Piauí
510452,1,Correspondência Exata,Ipiranga Do Norte
330130,1,Correspondência Exata,Casimiro De Abreu
312050,1,Correspondência Exata,Cristina
320360,1,Correspondência Exata,Mucurici
510125,1,Correspondência Exata,Araputanga
220910,1,Correspondência Exata,Santa Cruz Do Piauí
220915,1,Correspondência Exata,Santa Cruz Dos Milagres
330260,1,Correspondência Exata,Mangaratiba
251060,1,Correspondência Exata,Ouro Velho
430940,1,Correspondência Exata,Guaporé
330395,1,Correspondência Exata,Pinheiral
261390,1,Correspondência Exata,Serra Talhada
520850,1,Correspondência Exata,Goiandira
312860,1,Correspondência Exata,Guarda-Mor
310380,1,Correspondência Exata,Arapuá
150830,1,Correspondência Exata,Viseu
320230,1,Correspondência Exata,Guaçuí
330610,1,Correspondência Exata,Valença
431405,1,Correspondência Exata,Parobé
412440,1,Correspondência Exata,Santo Antônio Do Sudoeste
315080,1,Correspondência Exata,Piranga
261060,1,Correspondência Exata,Paudalho
260930,1,Correspondência Exata,Mirandiba
240740,1,Correspondência Exata,Martins
410530,1,Correspondência Exata,Céu Azul
240770,1,Correspondência Exata,Montanhas
270810,1,Correspondência Exata,Santana Do Mundaú
251392,1,Correspondência Exata,São Bentinho
250010,1,Correspondência Exata,Água Branca
320160,1,Correspondência Exata,Conceição Da Barra
316370,1,Correspondência Exata,São Lourenço
270720,1,Correspondência Exata,Poço Das Trincheiras
312705,1,Correspondência Exata,Fronteira Dos Vales
260030,1,Correspondência Exata,Agrestina
500755,1,Correspondência Exata,Santa Rita Do Pardo
270640,1,Correspondência Exata,Pão De Açúcar
521720,1,Correspondência Exata,Piranhas
310230,1,Correspondência Exata,Alvinópolis
312740,1,Correspondência Exata,Gonçalves
220985,1,Correspondência Exata,São João Da Canabrava
317043,1,Correspondência Exata,União De Minas
261520,1,Correspondência Exata,Terra Nova
410100,1,Correspondência Exata,Ampére
430850,1,Correspondência Exata,Frederico Westphalen
510320,1,Correspondência Exata,Colíder
431950,1,Correspondência Exata,São Sebastião Do Caí
313190,1,Correspondência Exata,Itabirito
312675,1,Correspondência Exata,Franciscópolis
312370,1,Correspondência Exata,Engenheiro Caldas
410657,1,Correspondência Exata,Cruzeiro Do Iguaçu
230425,1,Correspondência Exata,Cruz
431780,1,Correspondência Exata,Santo Augusto
410710,1,Correspondência Exata,Diamante Do Norte
221120,1,Correspondência Exata,Uruçuí
270860,1,Correspondência Exata,São Miguel Dos Campos
520970,1,Correspondência Exata,Hidrolândia
150740,1,Correspondência Exata,São Francisco Do Pará
410450,1,Correspondência Exata,Capanema
280445,1,Correspondência Exata,Nossa Senhora Aparecida
316270,1,Correspondência Exata,São João Do Paraíso
261650,1,Correspondência Exata,Xexéu
261620,1,Correspondência Exata,Vertentes
312120,1,Correspondência Exata,Delfinópolis
270840,1,Correspondência Exata,São José Da Tapera
316230,1,Correspondência Exata,São João Da Mata
315100,1,Correspondência Exata,Piranguinho
410115,1,Correspondência Exata,Ângulo
510263,1,Correspondência Exata,Campo Novo Do Parecis
316960,1,Correspondência Exata,Tupaciguara
310150,1,Correspondência Exata,Além Paraíba
311160,1,Correspondência Exata,Campos Gerais
520380,1,Correspondência Exata,Britânia
210830,1,Correspondência Exata,Penalva
312910,1,Correspondência Exata,Gurinhatã
316553,1,Correspondência Exata,Sarzedo
410860,1,Correspondência Exata,Goioerê
410270,1,Correspondência Exata,Barra Do Jacaré
210170,1,Correspondência Exata,Barreirinhas
316220,1,Correspondência Exata,São João Batista Do Glória
521980,1,Correspondência Exata,São Domingos
316760,1,Correspondência Exata,Simonésia
412770,1,Correspondência Exata,Toledo
310870,1,Correspondência Exata,Brás Pires
270760,1,Correspondência Exata,Quebrangulo
330115,1,Correspondência Exata,Cardoso Moreira
411700,1,Correspondência Exata,Nova Fátima
260000,1,Não Encontrado / Inconsistente,Não Encontrado
230600,1,Correspondência Exata,Iracema
410660,1,Correspondência Exata,Cruzeiro Do Oeste
150000,1,Não Encontrado / Inconsistente,Não Encontrado
431555,1,Correspondência Exata,Rio Dos Índios
210455,1,Correspondência Exata,Governador Edison Lobão
210770,1,Correspondência Exata,Paraibano
310375,1,Correspondência Exata,Araporã
220100,1,Correspondência Exata,Arraial
270880,1,Correspondência Exata,São Sebastião
280410,1,Correspondência Exata,Moita Bonita
210160,1,Correspondência Exata,Barra Do Corda
320515,1,Correspondência Exata,Vila Pavão
270610,1,Correspondência Exata,Ouro Branco
310430,1,Correspondência Exata,Areado
230240,1,Correspondência Exata,Boa Viagem
130014,1,Correspondência Exata,Apuí
220120,1,Correspondência Exata,Barras
412840,1,Correspondência Exata,Uraí
210960,1,Correspondência Exata,Rosário
316040,1,Correspondência Exata,Santo Antônio Do Monte
431640,1,Correspondência Exata,Rosário Do Sul
411007,1,Correspondência Exata,Imbaú
312125,1,Correspondência Exata,Delta
412000,1,Correspondência Exata,Porecatu
250450,1,Correspondência Exata,Condado
521350,1,Correspondência Exata,Monte Alegre De Goiás
260730,1,Correspondência Exata,Ipubi
310170,1,Correspondência Exata,Almenara
330227,1,Correspondência Exata,Japeri
172120,1,Correspondência Exata,Tocantinópolis
315290,1,Correspondência Exata,Pratápolis
411030,1,Correspondência Exata,Inajá
316555,1,Correspondência Exata,Setubinha
